"StationID","Duration","SensorNumber","SensorType","Date","ObsDate","Value","DataFlag","SensorUnits"
"CAL","M",2,"RAIN",2005-05-01,2005-05-01,3.26,"","INCHES"
"CAL","M",2,"RAIN",2005-06-01,2005-06-01,0.52,"","INCHES"
"CAL","M",2,"RAIN",2005-07-01,2005-07-01,0.7,"","INCHES"
"CAL","M",2,"RAIN",2005-08-01,2005-08-01,0,"","INCHES"
"CAL","M",2,"RAIN",2005-09-01,2005-09-01,0.02,"","INCHES"
"CAL","M",2,"RAIN",2005-10-01,2005-10-01,0.32,"","INCHES"
"CAL","M",2,"RAIN",2005-11-01,2005-11-01,3.95,"","INCHES"
"CAL","M",2,"RAIN",2005-12-01,2005-12-01,12.84,"","INCHES"
"CAL","M",2,"RAIN",2006-01-01,2006-01-01,5.58,"","INCHES"
"CAL","M",2,"RAIN",2006-02-01,2006-02-01,2.53,"","INCHES"
"CAL","M",2,"RAIN",2006-03-01,2006-03-01,2.88,"","INCHES"
"CAL","M",2,"RAIN",2006-04-01,2006-04-01,1.42,"","INCHES"
"CAL","M",2,"RAIN",2006-05-01,2006-05-01,1.04,"","INCHES"
"CAL","M",2,"RAIN",2006-06-01,2006-06-01,0.31,"","INCHES"
"CAL","M",2,"RAIN",2006-07-01,2006-07-01,0,"","INCHES"
"CAL","M",2,"RAIN",2006-08-01,2006-08-01,0.61,"","INCHES"
"CAL","M",2,"RAIN",2006-09-01,2006-09-01,0,"","INCHES"
"CAL","M",2,"RAIN",2006-10-01,2006-10-01,0.15,"","INCHES"
"CAL","M",2,"RAIN",2006-11-01,2006-11-01,3.21,"","INCHES"
"CAL","M",2,"RAIN",2006-12-01,2006-12-01,4.93,"","INCHES"
"CAL","M",2,"RAIN",2007-01-01,2007-01-01,1.09,"","INCHES"
"CAL","M",2,"RAIN",2007-02-01,2007-02-01,3.8,"","INCHES"
"CAL","M",2,"RAIN",2007-03-01,2007-03-01,0.19,"","INCHES"
"CAL","M",2,"RAIN",2007-04-01,2007-04-01,0.28,"","INCHES"
"CAL","M",2,"RAIN",2007-05-01,2007-05-01,0.63,"","INCHES"
"CAL","M",2,"RAIN",2007-06-01,2007-06-01,0.13,"","INCHES"
"CAL","M",2,"RAIN",2007-07-01,2007-07-01,0.31,"","INCHES"
"CAL","M",2,"RAIN",2007-08-01,2007-08-01,0.08,"","INCHES"
"CAL","M",2,"RAIN",2007-09-01,2007-09-01,0.2,"","INCHES"
"CAL","M",2,"RAIN",2007-10-01,2007-10-01,3.55,"","INCHES"
"CAL","M",2,"RAIN",2007-11-01,2007-11-01,0.83,"","INCHES"
"CAL","M",2,"RAIN",2007-12-01,2007-12-01,2.77,"","INCHES"
"CAL","M",2,"RAIN",2008-01-01,2008-01-01,5.95,"","INCHES"
"CAL","M",2,"RAIN",2008-02-01,2008-02-01,1.06,"","INCHES"
"CAL","M",2,"RAIN",2008-03-01,2008-03-01,0.59,"","INCHES"
"CAL","M",2,"RAIN",2008-04-01,2008-04-01,0.09,"","INCHES"
"CAL","M",2,"RAIN",2008-05-01,2008-05-01,1.1,"","INCHES"
"CAL","M",2,"RAIN",2008-06-01,2008-06-01,0.27,"","INCHES"
"CAL","M",2,"RAIN",2008-07-01,2008-07-01,0,"","INCHES"
"CAL","M",2,"RAIN",2008-08-01,2008-08-01,0,"","INCHES"
"CAL","M",2,"RAIN",2008-09-01,2008-09-01,0,"","INCHES"
"CAL","M",2,"RAIN",2008-10-01,2008-10-01,1.21,"","INCHES"
"CAL","M",2,"RAIN",2008-11-01,2008-11-01,1.06,"","INCHES"
"CAL","M",2,"RAIN",2008-12-01,2008-12-01,1.66,"","INCHES"
"CAL","M",2,"RAIN",2009-01-01,2009-01-01,1.06,"","INCHES"
"CAL","M",2,"RAIN",2009-02-01,2009-02-01,2.37,"","INCHES"
"CAL","M",2,"RAIN",2009-03-01,2009-03-01,1.82,"","INCHES"
"CAL","M",2,"RAIN",2009-04-01,2009-04-01,2.15,"","INCHES"
"CAL","M",2,"RAIN",2009-05-01,2009-05-01,1.76,"","INCHES"
"CAL","M",2,"RAIN",2009-06-01,2009-06-01,2.1,"","INCHES"
"CAL","M",2,"RAIN",2009-07-01,2009-07-01,0,"","INCHES"
"CAL","M",2,"RAIN",2009-08-01,2009-08-01,0.22,"","INCHES"
"CAL","M",2,"RAIN",2009-09-01,2009-09-01,0.12,"","INCHES"
"CAL","M",2,"RAIN",2009-10-01,2009-10-01,2.12,"","INCHES"
"CAL","M",2,"RAIN",2009-11-01,2009-11-01,1.43,"","INCHES"
"CAL","M",2,"RAIN",2009-12-01,2009-12-01,1.06,"","INCHES"
"CAL","M",2,"RAIN",2010-01-01,2010-01-01,5.48,"","INCHES"
"CAL","M",2,"RAIN",2010-02-01,2010-02-01,2.21,"","INCHES"
"CAL","M",2,"RAIN",2010-03-01,2010-03-01,1.91,"","INCHES"
"CAL","M",2,"RAIN",2010-04-01,2010-04-01,3.96,"","INCHES"
"CAL","M",2,"RAIN",2010-05-01,2010-05-01,0.68,"","INCHES"
"CAL","M",2,"RAIN",2010-06-01,2010-06-01,0.55,"","INCHES"
"CAL","M",2,"RAIN",2010-07-01,2010-07-01,0.28,"","INCHES"
"CAL","M",2,"RAIN",2010-08-01,2010-08-01,0.05,"","INCHES"
"CAL","M",2,"RAIN",2010-09-01,2010-09-01,0.5,"","INCHES"
"CAL","M",2,"RAIN",2010-10-01,2010-10-01,4.34,"","INCHES"
"CAL","M",2,"RAIN",2010-11-01,2010-11-01,1.66,"","INCHES"
"CAL","M",2,"RAIN",2010-12-01,2010-12-01,5.65,"","INCHES"
"CAL","M",2,"RAIN",2011-01-01,2011-01-01,0.91,"","INCHES"
"CAL","M",2,"RAIN",2011-02-01,2011-02-01,1.06,"","INCHES"
"CAL","M",2,"RAIN",2011-03-01,2011-03-01,5.42,"","INCHES"
"CAL","M",2,"RAIN",2011-04-01,2011-04-01,0.96,"","INCHES"
"CAL","M",2,"RAIN",2011-05-01,2011-05-01,1.54,"","INCHES"
"CAL","M",2,"RAIN",2011-06-01,2011-06-01,1.42,"","INCHES"
"CAL","M",2,"RAIN",2011-07-01,2011-07-01,0.42,"","INCHES"
"CAL","M",2,"RAIN",2011-08-01,2011-08-01,0.23,"","INCHES"
"CAL","M",2,"RAIN",2011-09-01,2011-09-01,0.09,"","INCHES"
"CAL","M",2,"RAIN",2011-10-01,2011-10-01,0.99,"","INCHES"
"CAL","M",2,"RAIN",2011-11-01,2011-11-01,0.91,"","INCHES"
"CAL","M",2,"RAIN",2011-12-01,2011-12-01,0.63,"","INCHES"
"CAL","M",2,"RAIN",2012-01-01,2012-01-01,3.85,"","INCHES"
"CAL","M",2,"RAIN",2012-02-01,2012-02-01,1,"","INCHES"
"CAL","M",2,"RAIN",2012-03-01,2012-03-01,4.95,"","INCHES"
"CAL","M",2,"RAIN",2012-04-01,2012-04-01,1.96,"","INCHES"
"CAL","M",2,"RAIN",2012-05-01,2012-05-01,0.44,"","INCHES"
"CAL","M",2,"RAIN",2012-06-01,2012-06-01,0.76,"","INCHES"
"CAL","M",2,"RAIN",2012-07-01,2012-07-01,0.12,"","INCHES"
"CAL","M",2,"RAIN",2012-08-01,2012-08-01,0,"","INCHES"
"CAL","M",2,"RAIN",2012-09-01,2012-09-01,0,"","INCHES"
"CAL","M",2,"RAIN",2012-10-01,2012-10-01,0.84,"","INCHES"
"CAL","M",2,"RAIN",2012-11-01,2012-11-01,4.47,"","INCHES"
"CAL","M",2,"RAIN",2012-12-01,2012-12-01,4.37,"","INCHES"
"CAL","M",2,"RAIN",2013-01-01,2013-01-01,0.69,"","INCHES"
"CAL","M",2,"RAIN",2013-02-01,2013-02-01,0.34,"","INCHES"
"CAL","M",2,"RAIN",2013-03-01,2013-03-01,1.62,"","INCHES"
"CAL","M",2,"RAIN",2013-04-01,2013-04-01,0.44,"","INCHES"
"CAL","M",2,"RAIN",2013-05-01,2013-05-01,2.16,"","INCHES"
"CAL","M",2,"RAIN",2013-06-01,2013-06-01,0.17,"","INCHES"
"CAL","M",2,"RAIN",2013-07-01,2013-07-01,1.53,"","INCHES"
"CAL","M",2,"RAIN",2013-08-01,2013-08-01,0.35,"","INCHES"
"CAL","M",2,"RAIN",2013-09-01,2013-09-01,1.48,"","INCHES"
"CAL","M",2,"RAIN",2013-10-01,2013-10-01,0.25,"","INCHES"
"CAL","M",2,"RAIN",2013-11-01,2013-11-01,0.47,"","INCHES"
"CAL","M",2,"RAIN",2013-12-01,2013-12-01,0.38,"","INCHES"
"CAL","M",2,"RAIN",2014-01-01,2014-01-01,0.75,"","INCHES"
"CAL","M",2,"RAIN",2014-02-01,2014-02-01,3.59,"","INCHES"
"CAL","M",2,"RAIN",2014-03-01,2014-03-01,2.4,"","INCHES"
"CAL","M",2,"RAIN",2014-04-01,2014-04-01,0.17,"","INCHES"
"CAL","M",2,"RAIN",2014-05-01,2014-05-01,0.62,"","INCHES"
"CAL","M",2,"RAIN",2014-06-01,2014-06-01,0.48,"","INCHES"
"CAL","M",2,"RAIN",2014-07-01,2014-07-01,0.33,"","INCHES"
"CAL","M",2,"RAIN",2014-08-01,2014-08-01,0.61,"","INCHES"
"CAL","M",2,"RAIN",2014-09-01,2014-09-01,2.58,"","INCHES"
"CAL","M",2,"RAIN",2014-10-01,2014-10-01,2.8,"","INCHES"
"CAL","M",2,"RAIN",2014-11-01,2014-11-01,1.96,"","INCHES"
"CAL","M",2,"RAIN",2014-12-01,2014-12-01,4.34,"","INCHES"
"CAL","M",2,"RAIN",2015-01-01,2015-01-01,0.7,"","INCHES"
"CAL","M",2,"RAIN",2015-02-01,2015-02-01,8.72,"","INCHES"
"CAL","M",2,"RAIN",2015-03-01,2015-03-01,0.82,"","INCHES"
"CAL","M",2,"RAIN",2015-04-01,2015-04-01,0.62,"","INCHES"
"CAL","M",2,"RAIN",2015-05-01,2015-05-01,2.06,"","INCHES"
"CAL","M",2,"RAIN",2015-06-01,2015-06-01,0.69,"","INCHES"
"CAL","M",2,"RAIN",2015-07-01,2015-07-01,0.92,"","INCHES"
"CAL","M",2,"RAIN",2015-08-01,2015-08-01,0.11,"","INCHES"
"CAL","M",2,"RAIN",2015-09-01,2015-09-01,0.1,"","INCHES"
"CAL","M",2,"RAIN",2015-10-01,2015-10-01,0.37,"","INCHES"
"CAL","M",2,"RAIN",2015-11-01,2015-11-01,0.67,"","INCHES"
"CAL","M",2,"RAIN",2015-12-01,2015-12-01,6.27,"","INCHES"
"CAL","M",2,"RAIN",2016-01-01,2016-01-01,6.52,"","INCHES"
"CAL","M",2,"RAIN",2016-02-01,2016-02-01,1.34,"","INCHES"
"CAL","M",2,"RAIN",2016-03-01,2016-03-01,4.25,"","INCHES"
"CAL","M",2,"RAIN",2016-04-01,2016-04-01,1.68,"","INCHES"
"CAL","M",2,"RAIN",2016-05-01,2016-05-01,NA,"","INCHES"
"CAL","M",2,"RAIN",2016-06-01,2016-06-01,0.16,"","INCHES"
"CAL","M",2,"RAIN",2016-07-01,2016-07-01,0.09,"","INCHES"
"CAL","M",2,"RAIN",2016-08-01,2016-08-01,0.03,"","INCHES"
"CAL","M",2,"RAIN",2016-09-01,2016-09-01,0.01,"","INCHES"
"CAL","M",2,"RAIN",2016-10-01,2016-10-01,7.01,"","INCHES"
"CAL","M",2,"RAIN",2016-11-01,2016-11-01,1.96,"","INCHES"
"CAL","M",2,"RAIN",2016-12-01,2016-12-01,3.08,"","INCHES"
"CAL","M",2,"RAIN",2017-01-01,2017-01-01,5.24,"","INCHES"
"CAL","M",2,"RAIN",2017-02-01,2017-02-01,5.98,"","INCHES"
"CAL","M",2,"RAIN",2017-03-01,2017-03-01,NA,"","INCHES"
"CAL","M",2,"RAIN",2017-04-01,2017-04-01,2.53,"","INCHES"
"CAL","M",2,"RAIN",2017-05-01,2017-05-01,0.65,"","INCHES"
"CAL","M",2,"RAIN",2017-06-01,2017-06-01,0.36,"","INCHES"
"CAL","M",2,"RAIN",2017-07-01,2017-07-01,0.06,"","INCHES"
"CAL","M",2,"RAIN",2017-08-01,2017-08-01,0.46,"","INCHES"
"CAL","M",2,"RAIN",2017-09-01,2017-09-01,0.19,"","INCHES"
"CAL","M",2,"RAIN",2017-10-01,2017-10-01,0.33,"","INCHES"
"CAL","M",2,"RAIN",2017-11-01,2017-11-01,2.21,"","INCHES"
"CAL","M",2,"RAIN",2017-12-01,2017-12-01,0.59,"","INCHES"
"CAL","M",2,"RAIN",2018-01-01,2018-01-01,1.74,"","INCHES"
"CAL","M",2,"RAIN",2018-02-01,2018-02-01,0.39,"","INCHES"
"CAL","M",2,"RAIN",2018-03-01,2018-03-01,1.91,"","INCHES"
"CAL","M",2,"RAIN",2018-04-01,2018-04-01,1.88,"","INCHES"
"CAL","M",2,"RAIN",2018-05-01,2018-05-01,2.75,"","INCHES"
"CAL","M",2,"RAIN",2018-06-01,2018-06-01,0.07,"","INCHES"
"CAL","M",2,"RAIN",2018-07-01,2018-07-01,0.64,"","INCHES"
"CAL","M",2,"RAIN",2018-08-01,2018-08-01,0,"","INCHES"
"CAL","M",2,"RAIN",2018-09-01,2018-09-01,0,"","INCHES"
"CAL","M",2,"RAIN",2018-10-01,2018-10-01,0.44,"","INCHES"
"CAL","M",2,"RAIN",2018-11-01,2018-11-01,4.65,"","INCHES"
"CAL","M",2,"RAIN",2018-12-01,2018-12-01,3.99,"","INCHES"
"CAL","M",2,"RAIN",2019-01-01,2019-01-01,3.6,"","INCHES"
"CAL","M",2,"RAIN",2019-02-01,2019-02-01,5.92,"","INCHES"
"CAL","M",2,"RAIN",2019-03-01,2019-03-01,2.3,"","INCHES"
"CAL","M",2,"RAIN",2019-04-01,2019-04-01,1.92,"","INCHES"
"CAL","M",2,"RAIN",2019-05-01,2019-05-01,4.49,"","INCHES"
"CAL","M",2,"RAIN",2019-06-01,2019-06-01,0.16,"","INCHES"
"CAL","M",2,"RAIN",2019-07-01,2019-07-01,0.02,"","INCHES"
"CAL","M",2,"RAIN",2019-08-01,2019-08-01,0.69,"","INCHES"
"CAL","M",2,"RAIN",2019-09-01,2019-09-01,0.75,"","INCHES"
"CAL","M",2,"RAIN",2019-10-01,2019-10-01,0.31,"","INCHES"
"CAL","M",2,"RAIN",2019-11-01,2019-11-01,0.02,"","INCHES"
"CAL","M",2,"RAIN",2019-12-01,2019-12-31,4.28,"r","INCHES"
"CAL","M",2,"RAIN",2020-01-01,2020-01-31,2.43,"","INCHES"
"CAL","M",2,"RAIN",2020-02-01,2020-02-29,0,"","INCHES"
"CAL","M",2,"RAIN",2020-03-01,2020-03-31,0.56,"","INCHES"
"CAL","M",2,"RAIN",2020-04-01,2020-04-30,0.72,"","INCHES"
"CAL","M",2,"RAIN",2020-05-01,2020-05-30,2.23,"","INCHES"
"CAL","M",2,"RAIN",2020-06-01,2020-06-30,0.21,"","INCHES"
"CAL","M",2,"RAIN",2020-07-01,2020-07-31,0.01,"r","INCHES"
"CAL","M",2,"RAIN",2020-08-01,2020-08-01,0.03,"r","INCHES"
"CAL","M",2,"RAIN",2020-09-01,2020-09-01,0.01,"r","INCHES"
"CAL","M",2,"RAIN",2020-10-01,2020-10-01,0.1,"r","INCHES"
"CAL","M",2,"RAIN",2020-11-01,2020-11-01,2.03,"r","INCHES"
"CAL","M",2,"RAIN",2020-12-01,2020-12-01,2.72,"r","INCHES"
"CAL","M",2,"RAIN",2021-01-01,2021-01-01,3.89,"r","INCHES"
"CAL","M",2,"RAIN",2021-02-01,2021-02-01,2.72,"r","INCHES"
"CAL","M",2,"RAIN",2021-03-01,2021-03-01,1.43,"r","INCHES"
"CAL","M",2,"RAIN",2021-04-01,2021-04-01,0.4,"r","INCHES"
"CAL","M",2,"RAIN",2021-05-01,2021-05-01,0.22,"r","INCHES"
"CAL","M",2,"RAIN",2021-06-01,2021-06-01,0.49,"r","INCHES"
"CAL","M",2,"RAIN",2021-07-01,2021-07-01,0.47,"r","INCHES"
"CAL","M",2,"RAIN",2021-08-01,2021-08-01,0.01,"r","INCHES"
"CAL","M",2,"RAIN",2021-09-01,2021-09-01,1.07,"","INCHES"
"CAL","M",2,"RAIN",2021-10-01,2021-10-01,4.46,"","INCHES"
"CAL","M",2,"RAIN",2021-11-01,2021-11-01,1.39,"","INCHES"
"CAL","M",2,"RAIN",2021-12-01,2021-12-01,5.01,"","INCHES"
"CAL","M",2,"RAIN",2022-01-01,2022-01-01,1.31,"","INCHES"
"CAL","M",2,"RAIN",2022-02-01,2022-02-01,0.08,"","INCHES"
"CAL","M",2,"RAIN",2022-03-01,2022-03-01,0.96,"","INCHES"
"CAL","M",2,"RAIN",2022-04-01,2022-04-01,2.71,"","INCHES"
"CAL","M",2,"RAIN",2022-05-01,2022-05-01,0.28,"c","INCHES"
"CAL","M",2,"RAIN",2022-06-01,2022-06-01,0.75,"","INCHES"
"CAL","M",2,"RAIN",2022-07-01,2022-07-01,0.67,"","INCHES"
"CAL","M",2,"RAIN",2022-08-01,2022-08-01,0.22,"","INCHES"
"CAL","M",2,"RAIN",2022-09-01,2022-09-01,0,"c","INCHES"
"CAL","M",2,"RAIN",2022-10-01,2022-10-01,0,"","INCHES"
"CAL","M",2,"RAIN",2022-11-01,2022-11-01,1.41,"","INCHES"
"CAL","M",2,"RAIN",2022-12-01,2022-12-01,9.03,"","INCHES"
"CAL","M",2,"RAIN",2023-01-01,2023-01-01,7.91,"","INCHES"
"CAL","M",2,"RAIN",2023-02-01,2023-02-01,2.87,"","INCHES"
"CAL","M",2,"RAIN",2023-03-01,2023-03-01,6.46,"","INCHES"
"CAL","M",2,"RAIN",2023-04-01,2023-04-01,0.56,"","INCHES"
"CAL","M",2,"RAIN",2023-05-01,2023-05-01,1.5,"","INCHES"
"CAL","M",2,"RAIN",2023-06-01,2023-06-01,0.85,"","INCHES"
"CAL","M",2,"RAIN",2023-07-01,2023-07-01,0,"","INCHES"
"CAL","M",2,"RAIN",2023-08-01,2023-08-01,0.42,"r","INCHES"
"CAL","M",2,"RAIN",2023-09-01,2023-09-01,0.65,"r","INCHES"
"CAL","M",2,"RAIN",2023-10-01,2023-10-01,0.75,"r","INCHES"
"CAL","M",2,"RAIN",2023-11-01,2023-11-01,1.23,"","INCHES"
"CAL","M",2,"RAIN",2023-12-01,2023-12-01,5.04,"","INCHES"
"CAL","M",2,"RAIN",2024-01-01,2024-01-01,8.47,"","INCHES"
"CAL","M",2,"RAIN",2024-02-01,2024-02-01,7.21,"","INCHES"
"CAL","M",2,"RAIN",2024-03-01,2024-03-01,3.49,"","INCHES"
"CAL","M",2,"RAIN",2024-04-01,2024-04-01,2.01,"","INCHES"
"CAL","M",2,"RAIN",2024-05-01,2024-05-01,0.41,"","INCHES"
"CAL","M",2,"RAIN",2024-06-01,2024-06-01,0.03,"c","INCHES"
"CAL","M",2,"RAIN",2024-07-01,2024-07-01,0.04,"","INCHES"
"CAL","M",2,"RAIN",2024-08-01,2024-08-01,0.29,"","INCHES"
"CAL","M",2,"RAIN",2024-09-01,2024-09-01,0.59,"","INCHES"
"CAL","M",2,"RAIN",2024-10-01,2024-10-01,0.09,"c","INCHES"
"CAL","M",2,"RAIN",2024-11-01,2024-11-01,6.98,"c","INCHES"
"CAL","M",2,"RAIN",2024-12-01,2024-12-01,8.13,"c","INCHES"
"CAL","M",2,"RAIN",2025-01-01,2025-01-01,2.17,"e","INCHES"
"CAL","M",2,"RAIN",2025-02-01,2025-02-01,NA,"","INCHES"
